evaluator_code,story_id,topic,pre_novel,pre_original,pre_rare,pre_appropriate,pre_feasible,pre_publishable,pre_profit,pre_tt_enjoyed,pre_tt_badly_written,pre_tt_boring,pre_tt_funny,pre_tt_twist,pre_tt_future,post_ai_usage,post_ai_assist,post_authors_ideas,post_ownership,post_profit,condition,ai_used_actual
fx7i38er,d4b9806e-ef03-4992-b102-4f39bec52e1e,an adventure in the jungle,1.0,1.0,1.0,7.0,8.0,8.0,50,6.0,5.0,2.0,1.0,1.0,1.0,0.0,25,9.0,9.0,0,human_1AI,0.0
lm29jouh,fd55005f-2307-48da-950c-1de503579209,an adventure in the jungle,8.0,8.0,8.0,6.0,6.0,8.0,50,6.0,4.0,2.0,6.0,8.0,6.0,0.0,49,9.0,9.0,0,human,0.0
5ovvaoaq,d9d87931-6293-4e67-b582-78b8ec19044f,an adventure in the jungle,5.0,5.0,5.0,8.0,6.0,6.0,50,7.0,7.0,3.0,1.0,5.0,5.0,1.0,30,7.0,7.0,72,human_5AI,1.0
fq85qgbr,0d2c192b-e8e4-4fa5-822f-3b2b4e77488d,an adventure on the open seas,1.0,1.0,1.0,9.0,5.0,2.0,50,2.0,6.0,8.0,1.0,1.0,1.0,0.0,75,9.0,9.0,0,human_5AI,0.0
fabv64v7,3d2c8b8e-a782-4b21-979f-43ca387d98ce,an adventure on the open seas,7.0,7.0,7.0,9.0,8.0,8.0,50,9.0,9.0,1.0,1.0,1.0,5.0,0.0,50,9.0,9.0,0,human,0.0
55vf7v1q,82b08721-72c1-4bfe-b09b-511b3b03f484,an adventure in the jungle,1.0,1.0,1.0,6.0,1.0,1.0,50,1.0,5.0,9.0,1.0,1.0,1.0,0.0,10,9.0,9.0,0,human,0.0
7h82mfii,6cf0f3e4-b380-4d82-8145-3768e7bbfc93,an adventure on the open seas,3.0,3.0,3.0,2.0,2.0,2.0,50,2.0,3.0,8.0,1.0,2.0,2.0,1.0,11,2.0,2.0,18,human_5AI,1.0
jyqhpw08,e6b1242a-eb53-470a-bf9b-852426fba95b,an adventure on the open seas,2.0,2.0,2.0,6.0,6.0,5.0,50,3.0,5.0,6.0,3.0,1.0,1.0,0.0,25,6.0,8.0,0,human,0.0
2bfbja13,c6bc5ab0-7b03-45e5-8d64-2cc554967f75,an adventure in the jungle,7.0,6.0,6.0,8.0,6.0,7.0,50,9.0,8.0,3.0,6.0,7.0,7.0,1.0,18,3.0,5.0,45,human_1AI,1.0
n4uuvpgu,c1991637-c38f-4bae-8e06-6f0becdacfe3,an adventure on a different planet,4.0,3.0,3.0,5.0,4.0,3.0,50,2.0,4.0,7.0,3.0,3.0,2.0,1.0,10,3.0,2.0,10,human_1AI,1.0
txc44xyk,7c1f842c-eaac-4cb0-b479-56ab375eb0a4,an adventure in the jungle,3.0,8.0,8.0,5.0,6.0,7.0,50,5.0,3.0,5.0,6.0,2.0,5.0,0.0,4,9.0,9.0,0,human,0.0
43dk7ggs,6b6d97bc-5b30-4643-a572-f4ff2e2ec973,an adventure in the jungle,5.0,9.0,9.0,9.0,9.0,5.0,50,9.0,9.0,1.0,1.0,6.0,1.0,2.0,50,6.0,3.0,48,human_5AI,0.0
vxpjyb25,0a711253-bdc8-4020-ae33-b658d33292ff,an adventure on the open seas,5.0,5.0,4.0,6.0,5.0,3.0,50,7.0,4.0,5.0,3.0,4.0,4.0,1.0,72,6.0,4.0,0,human_1AI,1.0
25ge2ptz,e29b0a28-2897-450e-b920-fcd41084a12a,an adventure on a different planet,7.0,7.0,7.0,8.0,8.0,8.0,50,8.0,8.0,3.0,1.0,6.0,6.0,1.0,20,7.0,3.0,65,human_1AI,1.0
ef0qyppy,57eb7a00-6f5b-407e-b207-f92dca2ec98f,an adventure on the open seas,6.0,6.0,6.0,7.0,7.0,8.0,50,6.0,6.0,7.0,6.0,7.0,6.0,1.0,71,4.0,4.0,44,human_5AI,1.0
hd3bqzfr,5229cb92-c3db-4434-b923-e96e0c7cbdfe,an adventure in the jungle,4.0,3.0,1.0,6.0,5.0,5.0,50,6.0,7.0,3.0,2.0,3.0,4.0,1.0,90,8.0,7.0,0,human,1.0
ci9ihuay,c2a5d782-57a2-4af7-ba39-2080319388cb,an adventure on a different planet,6.0,8.0,6.0,7.0,6.0,8.0,50,7.0,8.0,2.0,2.0,3.0,6.0,1.0,50,4.0,2.0,30,human_1AI,1.0
vu1xk858,cf03d4be-d9a4-4f9a-951e-cc07487684de,an adventure on a different planet,4.0,3.0,3.0,2.0,4.0,2.0,50,2.0,3.0,2.0,2.0,5.0,1.0,1.0,58,6.0,7.0,60,human_5AI,1.0
xpffc1oc,e588666a-a560-466e-8494-aa64a1d06807,an adventure in the jungle,1.0,1.0,1.0,2.0,3.0,2.0,50,1.0,1.0,9.0,1.0,1.0,1.0,1.0,100,1.0,1.0,10,human_1AI,1.0
9ps4ra03,74655c74-6359-4c3b-8289-426d98d20e9d,an adventure on the open seas,2.0,2.0,2.0,8.0,6.0,5.0,50,2.0,1.0,4.0,1.0,1.0,1.0,0.0,50,9.0,9.0,0,human,0.0
amkhybhm,288082eb-5ab6-456c-a2c8-5a548d12a42e,an adventure in the jungle,5.0,4.0,4.0,5.0,5.0,5.0,50,4.0,4.0,3.0,2.0,2.0,1.0,1.0,60,4.0,4.0,48,human_1AI,1.0
zhvkumrz,f7376258-d293-44f9-aa07-938361a4e1ee,an adventure on the open seas,6.0,5.0,4.0,7.0,8.0,6.0,50,5.0,6.0,3.0,1.0,1.0,1.0,0.0,2,7.0,8.0,0,human_1AI,0.0
7b54q8k9,17918fa7-6907-45ff-8929-406cc7a943ef,an adventure on a different planet,9.0,9.0,9.0,9.0,9.0,9.0,50,8.0,8.0,1.0,7.0,7.0,7.0,1.0,56,7.0,7.0,47,human_5AI,1.0
1l7d1yuw,f7fae410-ad69-4284-9c81-80ec3c85b011,an adventure on a different planet,5.0,6.0,5.0,8.0,7.0,7.0,50,5.0,6.0,3.0,2.0,3.0,5.0,1.0,75,5.0,6.0,85,human_5AI,1.0
7rqndgt8,b202956d-95f3-46da-8ce7-478d6ad45201,an adventure on the open seas,1.0,1.0,1.0,2.0,2.0,2.0,50,2.0,2.0,6.0,2.0,2.0,2.0,0.0,20,9.0,9.0,0,human_5AI,0.0
xqijd49s,fd55005f-2307-48da-950c-1de503579209,an adventure in the jungle,1.0,1.0,1.0,1.0,1.0,1.0,50,1.0,1.0,8.0,2.0,1.0,7.0,0.0,0,9.0,9.0,0,human,0.0
ujcp48xz,f4837cf6-2112-4a94-a0d4-eb99ebf4e102,an adventure in the jungle,6.0,6.0,5.0,6.0,5.0,6.0,50,5.0,6.0,2.0,1.0,2.0,1.0,2.0,3,5.0,5.0,50,human_1AI,0.0
r369t035,0c4b080a-4850-42f3-99fe-a8b386bc318e,an adventure on a different planet,4.0,4.0,4.0,6.0,6.0,6.0,50,4.0,5.0,6.0,4.0,4.0,4.0,0.0,59,7.0,6.0,0,human,0.0
2cdo0y1w,8b616451-0c4b-45bf-91eb-75f594b1e5b1,an adventure on the open seas,3.0,4.0,2.0,4.0,3.0,1.0,50,1.0,2.0,1.0,1.0,1.0,2.0,0.0,26,7.0,9.0,0,human,0.0
npwfhvwf,927090d6-261c-47ed-87d1-6f1af46168f4,an adventure on the open seas,5.0,6.0,5.0,5.0,5.0,5.0,50,7.0,7.0,7.0,7.0,7.0,7.0,0.0,75,9.0,9.0,0,human,0.0
lgxwuwqq,81fe43fe-3a93-40b9-8f80-d78ced8a48f7,an adventure on the open seas,3.0,3.0,3.0,6.0,4.0,4.0,50,3.0,3.0,6.0,2.0,2.0,3.0,1.0,3,7.0,8.0,100,human_1AI,1.0
wwnfpa3i,c3df61ef-db61-4d63-8033-442f78804201,an adventure on the open seas,4.0,4.0,4.0,4.0,2.0,2.0,50,2.0,2.0,6.0,1.0,2.0,1.0,0.0,8,9.0,9.0,0,human,0.0
3sk9ox8z,bb98a823-47ad-449f-b573-2dadd99d20c4,an adventure on the open seas,4.0,4.0,4.0,7.0,5.0,6.0,50,4.0,5.0,5.0,1.0,1.0,1.0,1.0,50,3.0,5.0,70,human_1AI,1.0
m4cqnxwl,ca42e827-d57f-45f9-ac97-5d943f02dc05,an adventure on a different planet,6.0,4.0,4.0,4.0,8.0,8.0,50,7.0,3.0,1.0,1.0,4.0,4.0,0.0,25,7.0,9.0,0,human,0.0
f168j9u9,b95e11e4-ba37-478a-b595-cbbe9132db6e,an adventure on a different planet,7.0,5.0,5.0,7.0,5.0,5.0,50,7.0,7.0,3.0,3.0,6.0,5.0,1.0,10,7.0,7.0,81,human_5AI,1.0
srf3rh5g,fcda37fd-3057-4430-96bc-0475cf3b1c8f,an adventure on a different planet,4.0,4.0,4.0,6.0,4.0,4.0,50,6.0,4.0,1.0,1.0,7.0,2.0,0.0,25,8.0,8.0,0,human,0.0
rsnop8c5,c3933595-b0b7-4050-9e25-0cb0ce82e032,an adventure on the open seas,4.0,4.0,3.0,6.0,8.0,6.0,50,6.0,5.0,3.0,1.0,1.0,5.0,0.0,100,9.0,9.0,0,human,0.0
qm00f4rw,6cf0f3e4-b380-4d82-8145-3768e7bbfc93,an adventure on the open seas,4.0,4.0,3.0,7.0,6.0,5.0,50,5.0,5.0,4.0,4.0,4.0,3.0,1.0,63,8.0,8.0,64,human_5AI,1.0
p95gze3r,ce0263cc-b96f-4196-96d0-2d3aa043f53e,an adventure on the open seas,1.0,1.0,1.0,2.0,1.0,1.0,50,2.0,2.0,6.0,2.0,5.0,2.0,0.0,89,3.0,3.0,0,human,0.0
qfwodf79,b154fc7f-cba2-4b7b-84d3-3e910eb07be9,an adventure in the jungle,4.0,4.0,3.0,5.0,5.0,6.0,50,4.0,5.0,5.0,3.0,6.0,5.0,1.0,15,8.0,8.0,94,human_1AI,1.0
vwllgztz,dabe869d-79d8-4c82-9350-5e4ebd0806c7,an adventure in the jungle,6.0,5.0,5.0,7.0,5.0,5.0,50,7.0,7.0,4.0,3.0,2.0,6.0,0.0,22,8.0,8.0,0,human,0.0
itjyz3lm,39bb06b9-5386-4081-addd-8216cb497a4c,an adventure on the open seas,2.0,2.0,2.0,4.0,1.0,1.0,50,1.0,1.0,7.0,1.0,1.0,2.0,0.0,100,9.0,9.0,0,human,0.0
egyh8u7m,d2b204e3-3cd9-474f-aa05-f5fdc88aa015,an adventure in the jungle,2.0,2.0,2.0,3.0,2.0,2.0,50,4.0,4.0,6.0,3.0,3.0,1.0,0.0,38,4.0,5.0,0,human,0.0
ouwda0np,49dc8a44-7527-4bf3-b79a-52a6f1f9f416,an adventure in the jungle,5.0,4.0,4.0,8.0,4.0,5.0,50,5.0,4.0,5.0,1.0,6.0,1.0,1.0,40,7.0,6.0,75,human_5AI,1.0
hajaudn5,86d1cfb8-1101-40a7-84eb-0c376feb0183,an adventure on a different planet,9.0,9.0,9.0,9.0,9.0,9.0,50,9.0,9.0,1.0,1.0,9.0,9.0,2.0,0,9.0,9.0,0,human_5AI,0.0
i98sk12w,b299254c-cd49-4610-806d-4b53512d3e92,an adventure in the jungle,4.0,3.0,2.0,5.0,4.0,4.0,50,5.0,5.0,4.0,2.0,2.0,2.0,1.0,9,4.0,5.0,50,human_5AI,1.0
l0su5uvh,c3191a9e-09cd-416f-a63b-aadf18bfa597,an adventure in the jungle,5.0,5.0,7.0,9.0,9.0,9.0,50,7.0,7.0,2.0,1.0,7.0,7.0,0.0,36,8.0,8.0,0,human,0.0
epp33i0v,e2c83117-b1bb-47f1-9a49-1fdcfe06ae22,an adventure on the open seas,6.0,5.0,5.0,6.0,6.0,5.0,50,6.0,7.0,3.0,3.0,4.0,4.0,2.0,85,7.0,6.0,56,human_5AI,0.0
y547hztq,c6bc5ab0-7b03-45e5-8d64-2cc554967f75,an adventure in the jungle,3.0,2.0,3.0,4.0,2.0,1.0,50,1.0,1.0,3.0,1.0,2.0,2.0,1.0,95,2.0,2.0,10,human_1AI,1.0
dw2dmllj,3cfc0142-ef2a-4a44-a484-a18567bad980,an adventure on a different planet,6.0,5.0,5.0,9.0,8.0,7.0,50,8.0,8.0,1.0,1.0,2.0,1.0,1.0,70,7.0,7.0,93,human_5AI,1.0
g2v56yge,b2065525-b7fc-4364-b3aa-4e30d2d0dba5,an adventure on a different planet,5.0,5.0,4.0,6.0,4.0,4.0,50,3.0,3.0,6.0,2.0,3.0,2.0,1.0,45,5.0,6.0,60,human_5AI,1.0
0sh17m41,e73ff8dc-fe1d-4543-8548-131cfbb1e30a,an adventure in the jungle,3.0,3.0,3.0,3.0,3.0,3.0,50,3.0,3.0,6.0,2.0,2.0,2.0,0.0,50,8.0,8.0,0,human,0.0
qwkohrpb,523680ae-3735-4a57-8e84-f7f0d6dba065,an adventure in the jungle,5.0,4.0,5.0,6.0,5.0,4.0,50,7.0,8.0,2.0,6.0,5.0,4.0,0.0,80,5.0,7.0,0,human,0.0
zi7nnn89,74655c74-6359-4c3b-8289-426d98d20e9d,an adventure on the open seas,2.0,3.0,3.0,6.0,4.0,4.0,50,3.0,6.0,7.0,2.0,1.0,2.0,0.0,5,9.0,9.0,0,human,0.0
9a0kku5u,68b178f0-c784-469d-8357-bf71ba6b4137,an adventure in the jungle,7.0,7.0,6.0,8.0,8.0,8.0,50,5.0,4.0,2.0,2.0,2.0,4.0,1.0,76,7.0,7.0,100,human_5AI,1.0
0zh7emrd,0958da06-33d6-4f3b-851b-fa9fddffde82,an adventure on the open seas,3.0,3.0,3.0,4.0,5.0,5.0,50,2.0,2.0,3.0,2.0,3.0,2.0,1.0,0,5.0,5.0,50,human_5AI,1.0
k83yfsd1,57ab2538-39e7-4d42-b6e6-ab38688d415d,an adventure in the jungle,6.0,7.0,5.0,8.0,7.0,7.0,50,7.0,8.0,2.0,1.0,7.0,6.0,1.0,32,6.0,8.0,80,human_5AI,1.0
r0nvf21k,2e535ed9-2f1d-4f25-8c66-f00cfd62fbad,an adventure in the jungle,5.0,6.0,5.0,5.0,3.0,2.0,50,5.0,2.0,6.0,4.0,6.0,3.0,0.0,85,3.0,2.0,0,human,0.0
osplc4n5,2a6f9c3f-eb70-4442-ad1c-847f19e43161,an adventure on the open seas,2.0,2.0,2.0,6.0,4.0,3.0,50,3.0,4.0,6.0,1.0,5.0,2.0,1.0,50,6.0,6.0,67,human_5AI,1.0
zk0enfhg,487d8021-b059-428a-aa61-0ad8ca8220a8,an adventure on a different planet,1.0,1.0,1.0,5.0,1.0,1.0,50,1.0,3.0,8.0,1.0,1.0,5.0,2.0,90,8.0,9.0,100,human_1AI,0.0
cp2m4tgg,722c95e5-f767-4697-8858-fdfbecdc70b0,an adventure on a different planet,1.0,1.0,1.0,2.0,1.0,1.0,50,1.0,2.0,1.0,1.0,1.0,6.0,0.0,5,9.0,9.0,0,human,0.0
rukcpe77,29eba647-475a-48f0-8244-2eee57fbcc0c,an adventure on a different planet,4.0,3.0,5.0,4.0,7.0,6.0,50,5.0,4.0,2.0,3.0,5.0,4.0,2.0,72,6.0,8.0,82,human_1AI,0.0
27szennb,57008fac-491d-4959-8638-d0669621e0a7,an adventure on a different planet,6.0,7.0,6.0,8.0,8.0,9.0,50,8.0,8.0,2.0,3.0,7.0,6.0,1.0,26,4.0,9.0,100,human_5AI,1.0
1eoxm04m,631fc202-bbb7-401a-9357-274c10346008,an adventure in the jungle,3.0,3.0,2.0,7.0,3.0,2.0,50,5.0,5.0,5.0,2.0,4.0,3.0,1.0,8,5.0,5.0,25,human_5AI,1.0
skrodzah,559cb1e5-020d-49d8-a63a-c090d7efcf68,an adventure on the open seas,1.0,1.0,1.0,2.0,1.0,1.0,50,1.0,1.0,8.0,1.0,1.0,1.0,0.0,0,9.0,9.0,0,human,0.0
senriny0,10949004-b7ca-429d-b84e-0ed16b0cb888,an adventure on the open seas,6.0,6.0,6.0,7.0,7.0,7.0,50,5.0,6.0,2.0,1.0,1.0,4.0,0.0,63,7.0,8.0,0,human_5AI,0.0
ps2dbopg,92aeebce-c4f4-4c12-bcfe-787e838884ea,an adventure on the open seas,7.0,7.0,4.0,8.0,6.0,4.0,50,4.0,8.0,1.0,1.0,3.0,5.0,2.0,100,8.0,8.0,30,human_1AI,0.0
c9hgm5tm,13d4b081-ae43-4d66-be97-1ed9453550cd,an adventure on the open seas,2.0,2.0,1.0,5.0,3.0,2.0,50,3.0,2.0,5.0,1.0,6.0,2.0,1.0,81,2.0,3.0,0,human_5AI,1.0
9wwe64ny,6dc842a7-8156-42a7-80fa-d26f74b0d86b,an adventure on a different planet,7.0,7.0,7.0,6.0,2.0,1.0,50,7.0,7.0,1.0,7.0,9.0,4.0,1.0,25,9.0,9.0,100,human_5AI,1.0
83jiq9nt,31384ef4-687b-40e9-b2b4-7d351e7a741d,an adventure on a different planet,3.0,4.0,4.0,7.0,8.0,8.0,50,6.0,6.0,4.0,1.0,1.0,5.0,0.0,60,6.0,9.0,0,human,0.0
yy17vkxx,34ad3261-a5e5-41b9-8eb7-675c9a2e79ec,an adventure on the open seas,3.0,5.0,4.0,5.0,5.0,5.0,50,5.0,6.0,3.0,2.0,2.0,3.0,1.0,33,4.0,3.0,61,human_5AI,1.0
4eqljd7x,0e602d99-dd89-49db-b7b1-f9c8b7278ab4,an adventure on a different planet,6.0,3.0,5.0,9.0,6.0,7.0,50,7.0,7.0,2.0,1.0,6.0,5.0,1.0,90,9.0,9.0,95,human_1AI,1.0
mm79tn84,0a711253-bdc8-4020-ae33-b658d33292ff,an adventure on the open seas,2.0,2.0,2.0,5.0,4.0,3.0,50,3.0,6.0,5.0,2.0,1.0,2.0,1.0,25,8.0,8.0,80,human_1AI,1.0
ag6bfphw,5b7a516e-a054-4a70-a679-25ff3c8b9387,an adventure in the jungle,2.0,2.0,2.0,5.0,2.0,2.0,50,3.0,3.0,7.0,1.0,2.0,1.0,0.0,75,8.0,8.0,0,human,0.0
neuxoryg,2cfd6f2a-370d-434c-81a9-8f9206ed35c9,an adventure in the jungle,5.0,4.0,2.0,5.0,4.0,5.0,50,6.0,6.0,4.0,4.0,6.0,2.0,0.0,10,8.0,8.0,0,human,0.0
4da7udwu,1ef0e1e3-6910-467f-bd0b-d7be5b3bd3ee,an adventure in the jungle,4.0,2.0,5.0,6.0,5.0,6.0,50,3.0,5.0,7.0,5.0,4.0,6.0,2.0,60,4.0,4.0,40,human_1AI,0.0
2u97fnv5,12734b48-37d5-4495-97ab-3cdda6b4b0bc,an adventure in the jungle,3.0,2.0,3.0,8.0,6.0,3.0,50,5.0,5.0,2.0,1.0,1.0,1.0,2.0,65,5.0,5.0,65,human_5AI,0.0
vg3nohdf,9e5e5e56-151a-44cd-8376-f81c66f78b38,an adventure on a different planet,8.0,7.0,8.0,7.0,6.0,6.0,50,8.0,6.0,3.0,8.0,8.0,7.0,0.0,0,8.0,8.0,0,human,0.0
qqhmpjcg,0a8643ac-6490-4c68-8b49-f059f3dea152,an adventure in the jungle,3.0,3.0,3.0,2.0,8.0,8.0,50,3.0,8.0,9.0,1.0,5.0,1.0,0.0,66,3.0,3.0,0,human,0.0
29rig08f,bd71b316-74a6-467c-abe6-cf0ae664ee76,an adventure on the open seas,4.0,4.0,3.0,5.0,4.0,4.0,50,2.0,4.0,2.0,1.0,4.0,1.0,0.0,75,9.0,9.0,0,human,0.0
kfmmorpq,d85227b3-1de2-4df3-acec-18891baf76cd,an adventure in the jungle,1.0,1.0,1.0,4.0,4.0,4.0,50,2.0,3.0,7.0,3.0,1.0,3.0,0.0,75,9.0,9.0,0,human,0.0
z5p8em34,b2065525-b7fc-4364-b3aa-4e30d2d0dba5,an adventure on a different planet,7.0,8.0,7.0,8.0,8.0,8.0,50,8.0,7.0,2.0,7.0,3.0,7.0,1.0,79,3.0,2.0,65,human_5AI,1.0
eylwro2s,00ee16f1-5185-4b84-9c29-5907cc9d5fc7,an adventure on a different planet,2.0,2.0,2.0,7.0,4.0,3.0,50,2.0,2.0,3.0,2.0,4.0,2.0,1.0,88,3.0,3.0,25,human_5AI,1.0
60fmqbll,b45f2291-ebd1-4ee0-a5f2-7cc8300e3f18,an adventure in the jungle,5.0,5.0,5.0,4.0,4.0,4.0,50,5.0,5.0,2.0,2.0,6.0,5.0,0.0,51,7.0,7.0,0,human,0.0
fk7hla6y,ae471e6a-1d8c-4514-bec5-047dfb21703e,an adventure on a different planet,6.0,6.0,6.0,6.0,6.0,6.0,50,6.0,6.0,3.0,4.0,5.0,6.0,2.0,50,6.0,5.0,9,human_1AI,0.0
c96vs1wo,3cfc0142-ef2a-4a44-a484-a18567bad980,an adventure on a different planet,7.0,6.0,7.0,7.0,7.0,8.0,50,6.0,6.0,2.0,1.0,4.0,5.0,1.0,50,6.0,7.0,78,human_5AI,1.0
1c9p9015,be8b23f4-6041-4cf1-9df5-c4295d5a76b6,an adventure in the jungle,6.0,5.0,3.0,4.0,3.0,4.0,50,6.0,5.0,3.0,3.0,7.0,5.0,0.0,71,9.0,9.0,0,human,0.0
hzuuw0td,cdfdbcd2-e24f-4833-b950-18330c544d55,an adventure on the open seas,6.0,5.0,5.0,6.0,6.0,6.0,50,5.0,5.0,4.0,2.0,6.0,5.0,1.0,10,7.0,7.0,50,human_5AI,1.0
ulkeae1a,c3191a9e-09cd-416f-a63b-aadf18bfa597,an adventure in the jungle,1.0,1.0,1.0,6.0,6.0,5.0,50,3.0,3.0,2.0,1.0,1.0,1.0,0.0,90,6.0,9.0,0,human,0.0
642yx89b,02bb7805-ba49-420a-be49-5f52f1d4b79e,an adventure on a different planet,1.0,1.0,1.0,1.0,1.0,1.0,50,1.0,1.0,4.0,1.0,1.0,4.0,1.0,27,2.0,2.0,76,human_1AI,1.0
dn9usy8h,a2b02d02-75c5-4d74-9a64-290056383c59,an adventure in the jungle,6.0,7.0,6.0,7.0,7.0,7.0,50,7.0,7.0,3.0,2.0,2.0,2.0,0.0,13,9.0,9.0,0,human,0.0
rsspexkn,d485db37-7c80-485a-a99a-a6cbcaa8e5b5,an adventure on the open seas,3.0,3.0,3.0,7.0,2.0,3.0,50,3.0,2.0,3.0,1.0,2.0,3.0,1.0,90,9.0,9.0,100,human_1AI,1.0
n1atvu1y,c15212c3-b4d9-4f11-81d8-dd8cdca30d5b,an adventure on a different planet,1.0,1.0,1.0,6.0,4.0,2.0,50,1.0,2.0,1.0,1.0,3.0,1.0,1.0,100,4.0,3.0,40,human_1AI,1.0
6g2u8ogb,34bf225b-43e6-4cfb-8844-d52419dc4906,an adventure on the open seas,7.0,7.0,7.0,6.0,7.0,7.0,50,6.0,6.0,6.0,1.0,6.0,2.0,1.0,100,5.0,5.0,50,human_5AI,1.0
cz08bsei,bdc1978a-7332-4c6f-bef3-1ba0c715f5e8,an adventure on a different planet,5.0,5.0,5.0,3.0,2.0,2.0,50,2.0,5.0,2.0,1.0,1.0,1.0,1.0,77,7.0,7.0,78,human_5AI,1.0
3y3u2f36,59dd7888-c784-4625-a6f5-75d13f7256f0,an adventure on a different planet,5.0,4.0,4.0,8.0,6.0,6.0,50,6.0,6.0,5.0,2.0,4.0,5.0,0.0,34,8.0,9.0,0,human_1AI,0.0
inja4gcm,7a4e8dbd-53f9-4472-a0f3-fdc116b5de62,an adventure on a different planet,5.0,2.0,1.0,9.0,5.0,2.0,50,3.0,4.0,8.0,1.0,2.0,1.0,2.0,18,7.0,7.0,86,human_1AI,0.0
26pdtu21,3fb759ca-fc3c-4202-890f-db5b2ea26e75,an adventure on the open seas,3.0,4.0,3.0,3.0,5.0,4.0,50,5.0,3.0,6.0,1.0,1.0,1.0,2.0,80,3.0,4.0,73,human_1AI,0.0
wfad5mkh,f7886106-14d7-4b51-bf73-7d011654222f,an adventure on the open seas,3.0,5.0,4.0,4.0,5.0,5.0,50,2.0,5.0,2.0,1.0,2.0,2.0,1.0,79,2.0,2.0,6,human_5AI,1.0
b91wd652,559cb1e5-020d-49d8-a63a-c090d7efcf68,an adventure on the open seas,1.0,1.0,1.0,5.0,5.0,5.0,50,2.0,1.0,4.0,1.0,1.0,1.0,0.0,6,9.0,9.0,0,human,0.0
sss8lytu,82b08721-72c1-4bfe-b09b-511b3b03f484,an adventure in the jungle,7.0,7.0,7.0,7.0,7.0,6.0,50,7.0,6.0,3.0,4.0,6.0,5.0,0.0,56,7.0,7.0,0,human,0.0
okbuensm,24bd8c26-28db-4d4b-80dd-0d62f3b42f82,an adventure on the open seas,3.0,3.0,3.0,7.0,7.0,7.0,50,3.0,8.0,2.0,1.0,1.0,1.0,1.0,2,6.0,7.0,24,human_1AI,1.0
c9ai3g5p,56908d7b-bb73-427c-a43d-618ff038e1f3,an adventure in the jungle,1.0,1.0,1.0,3.0,3.0,2.0,50,2.0,3.0,8.0,1.0,1.0,1.0,2.0,71,6.0,7.0,87,human_1AI,0.0
hwwb6880,1ae992b9-d676-4051-b939-19635ea24c24,an adventure on the open seas,5.0,4.0,2.0,7.0,3.0,1.0,50,2.0,7.0,9.0,1.0,1.0,3.0,0.0,100,9.0,9.0,0,human_1AI,0.0
cppvwugz,e29b0a28-2897-450e-b920-fcd41084a12a,an adventure on a different planet,5.0,6.0,3.0,8.0,8.0,9.0,50,9.0,9.0,1.0,8.0,8.0,2.0,1.0,50,8.0,9.0,100,human_1AI,1.0
8uh0j7wa,f98967f1-d272-4dd8-9a4b-79d55550c628,an adventure on the open seas,1.0,1.0,1.0,5.0,1.0,1.0,50,1.0,1.0,9.0,1.0,1.0,1.0,1.0,100,1.0,1.0,0,human_1AI,1.0
m7dgql39,57008fac-491d-4959-8638-d0669621e0a7,an adventure on a different planet,7.0,7.0,4.0,9.0,7.0,6.0,50,7.0,8.0,2.0,1.0,5.0,5.0,1.0,40,1.0,1.0,0,human_5AI,1.0
t4pib3d8,90d2d339-33ae-4578-b5ce-d1be4955b74e,an adventure in the jungle,7.0,6.0,4.0,6.0,5.0,5.0,50,8.0,7.0,6.0,4.0,5.0,7.0,2.0,40,7.0,6.0,34,human_1AI,0.0
aaxc45qc,4e131c0a-d3c7-4c1d-b19b-00eec13972db,an adventure on a different planet,6.0,6.0,6.0,7.0,7.0,7.0,50,7.0,7.0,2.0,2.0,7.0,6.0,1.0,48,4.0,7.0,85,human_5AI,1.0
0mvn5qdw,3b7cb450-be71-43a3-bf3e-c882572369ec,an adventure on the open seas,1.0,1.0,1.0,3.0,1.0,1.0,50,2.0,2.0,8.0,1.0,1.0,1.0,0.0,0,9.0,9.0,0,human,0.0
ry2tg9s8,ad294208-cc7b-4aa5-91f5-bba5d419f065,an adventure on the open seas,3.0,3.0,3.0,3.0,3.0,3.0,50,5.0,5.0,7.0,2.0,3.0,5.0,1.0,33,2.0,2.0,14,human_5AI,1.0
y1tzuzig,22988fde-8e34-4df8-ab1e-d1da1057c457,an adventure on the open seas,2.0,2.0,2.0,4.0,4.0,2.0,50,3.0,2.0,8.0,2.0,2.0,2.0,1.0,25,3.0,3.0,37,human_1AI,1.0
6wk3ua0d,a65d0909-c6f9-485b-bdb8-d65ab86948d6,an adventure on the open seas,5.0,6.0,5.0,4.0,3.0,6.0,50,5.0,5.0,3.0,5.0,4.0,5.0,1.0,52,4.0,5.0,31,human_5AI,1.0
g3elbr7v,927090d6-261c-47ed-87d1-6f1af46168f4,an adventure on the open seas,5.0,6.0,4.0,7.0,6.0,7.0,50,7.0,8.0,2.0,3.0,6.0,4.0,0.0,18,7.0,8.0,0,human,0.0
797xw6ca,f4d8edd5-9e4e-4273-878d-db2c27550afa,an adventure on the open seas,1.0,1.0,1.0,2.0,3.0,1.0,50,1.0,2.0,9.0,1.0,2.0,1.0,1.0,89,2.0,5.0,24,human_5AI,1.0
jnwzgj3h,1f5e24c3-e0ac-4ae2-bff5-db031010af1c,an adventure on a different planet,9.0,9.0,9.0,9.0,9.0,9.0,50,9.0,9.0,1.0,9.0,8.0,9.0,2.0,90,9.0,9.0,88,human_1AI,0.0
